Datum,Gemischtwarenladen,Feiertag,Sonderaktionen,Kundenfrequenz,Beleggröße,Produktverkäufe
17/01/2016,1,NEIN,NEIN,0,0.00 €,0.00 €
18/01/2016,1,NEIN,NEIN,960,28.90 €,"27,753.50 €"
19/01/2016,1,NEIN,NEIN,670,33.15 €,"22,198.41 €"
20/01/2016,1,NEIN,NEIN,1349,28.16 €,"37,997.60 €"
21/01/2016,1,NEIN,NEIN,821,25.51 €,"20,940.69 €"
22/01/2016,1,NEIN,NEIN,1328,33.94 €,"45,058.99 €"
23/01/2016,1,NEIN,NEIN,1737,35.84 €,"62,248.52 €"
24/01/2016,1,NEIN,NEIN,0,0.00 €,0.00 €
25/01/2016,1,NEIN,NEIN,737,40.32 €,"29,700.69 €"
26/01/2016,1,NEIN,NEIN,886,30.01 €,"26,583.24 €"
27/01/2016,1,NEIN,NEIN,1121,23.56 €,"26,407.42 €"
28/01/2016,1,NEIN,NEIN,845,25.54 €,"21,590.29 €"
29/01/2016,1,NEIN,NEIN,3862,17.04 €,"65,799.11 €"
30/01/2016,1,NEIN,NEIN,2038,22.80 €,"46,479.95 €"
31/01/2016,1,NEIN,NEIN,0,0.00 €,0.00 €
01/02/2016,1,NEIN,NEIN,1124,26.43 €,"29,714.97 €"
02/02/2016,1,NEIN,NEIN,1278,26.22 €,"33,497.85 €"
03/02/2016,1,NEIN,NEIN,696,38.46 €,"26,779.86 €"
04/02/2016,1,NEIN,NEIN,625,31.74 €,"19,854.01 €"
05/02/2016,1,NEIN,NEIN,1793,30.39 €,"54,501.21 €"
06/02/2016,1,NEIN,NEIN,1503,31.62 €,"47,531.88 €"
07/02/2016,1,NEIN,NEIN,0,0.00 €,0.00 €
08/02/2016,1,NEIN,NEIN,1037,26.65 €,"27,625.65 €"
09/02/2016,1,NEIN,NEIN,1210,22.80 €,"27,578.08 €"
10/02/2016,1,NEIN,NEIN,1152,22.99 €,"26,482.35 €"
11/02/2016,1,NEIN,NEIN,736,32.24 €,"23,736.31 €"
12/02/2016,1,NEIN,NEIN,1826,40.69 €,"74,300.59 €"
13/02/2016,1,NEIN,NEIN,3478,18.96 €,"65,926.65 €"
14/02/2016,1,NEIN,NEIN,0,0.00 €,0.00 €
15/02/2016,1,NEIN,NEIN,1232,28.17 €,"34,691.88 €"
16/02/2016,1,NEIN,NEIN,1310,16.99 €,"22,248.99 €"
17/02/2016,1,NEIN,NEIN,751,28.93 €,"21,721.57 €"
18/02/2016,1,NEIN,NEIN,707,28.61 €,"20,230.99 €"
19/02/2016,1,NEIN,NEIN,1485,26.37 €,"39,160.02 €"
20/02/2016,1,NEIN,NEIN,2572,21.91 €,"56,338.29 €"
21/02/2016,1,NEIN,NEIN,0,0.00 €,0.00 €
22/02/2016,1,NEIN,NEIN,1028,26.17 €,"26,897.47 €"
23/02/2016,1,NEIN,NEIN,1514,24.61 €,"37,259.64 €"
24/02/2016,1,NEIN,NEIN,676,28.10 €,"18,985.06 €"
25/02/2016,1,NEIN,NEIN,1566,15.80 €,"24,738.94 €"
26/02/2016,1,NEIN,NEIN,3070,21.91 €,"67,261.47 €"
27/02/2016,1,NEIN,NEIN,1990,30.27 €,"60,223.16 €"
28/02/2016,1,NEIN,NEIN,0,0.00 €,0.00 €
29/02/2016,1,NEIN,NEIN,683,36.46 €,"24,910.86 €"
01/03/2016,1,NEIN,NEIN,1261,30.51 €,"38,491.68 €"
02/03/2016,1,NEIN,NEIN,2121,16.77 €,"35,562.64 €"
03/03/2016,1,NEIN,NEIN,808,25.12 €,"20,292.56 €"
04/03/2016,1,NEIN,NEIN,2088,22.14 €,"46,247.25 €"
05/03/2016,1,NEIN,NEIN,2534,29.49 €,"74,729.70 €"
06/03/2016,1,NEIN,NEIN,0,0.00 €,0.00 €
07/03/2016,1,NEIN,NEIN,2647,11.12 €,"29,426.63 €"
08/03/2016,1,NEIN,NEIN,1180,20.70 €,"24,432.81 €"
09/03/2016,1,NEIN,NEIN,1781,18.08 €,"32,208.38 €"
10/03/2016,1,NEIN,NEIN,1199,20.44 €,"24,505.97 €"
11/03/2016,1,NEIN,NEIN,1877,30.97 €,"58,140.61 €"
12/03/2016,1,NEIN,NEIN,1896,30.68 €,"58,182.81 €"
13/03/2016,1,NEIN,NEIN,0,0.00 €,0.00 €
14/03/2016,1,NEIN,NEIN,1213,31.23 €,"37,886.81 €"
15/03/2016,1,NEIN,NEIN,1239,28.25 €,"35,005.32 €"
16/03/2016,1,NEIN,NEIN,960,20.77 €,"19,942.04 €"
17/03/2016,1,NEIN,NEIN,1185,18.63 €,"22,066.17 €"
18/03/2016,1,NEIN,NEIN,2658,20.45 €,"54,345.44 €"
19/03/2016,1,NEIN,NEIN,2566,25.93 €,"66,521.92 €"
20/03/2016,1,NEIN,NEIN,0,0.00 €,0.00 €
21/03/2016,1,NEIN,JA,1181,34.81 €,"41,096.93 €"
22/03/2016,1,NEIN,JA,1778,25.44 €,"45,216.63 €"
23/03/2016,1,NEIN,JA,5646,8.68 €,"49,027.48 €"
24/03/2016,1,NEIN,JA,2152,17.03 €,"36,651.51 €"
25/03/2016,1,JA,NEIN,0,0.00 €,0.00 €
26/03/2016,1,NEIN,JA,4524,22.67 €,"102,578.84 €"
27/03/2016,1,NEIN,JA,0,0.00 €,0.00 €
28/03/2016,1,JA,NEIN,0,0.00 €,0.00 €
29/03/2016,1,NEIN,JA,1446,30.62 €,"44,288.93 €"
30/03/2016,1,NEIN,JA,1383,26.14 €,"36,160.44 €"
31/03/2016,1,NEIN,JA,1455,30.47 €,"44,334.80 €"
01/04/2016,1,NEIN,JA,3126,25.74 €,"80,459.41 €"
02/04/2016,1,NEIN,JA,3505,22.03 €,"77,192.18 €"
03/04/2016,1,NEIN,NEIN,0,0.00 €,0.00 €
04/04/2016,1,NEIN,NEIN,1090,26.72 €,"29,134.94 €"
05/04/2016,1,NEIN,NEIN,988,32.09 €,"31,717.90 €"
06/04/2016,1,NEIN,NEIN,707,36.50 €,"25,817.39 €"
07/04/2016,1,NEIN,NEIN,924,20.40 €,"18,859.89 €"
08/04/2016,1,NEIN,NEIN,2572,18.85 €,"48,488.97 €"
09/04/2016,1,NEIN,NEIN,1810,35.50 €,"64,237.52 €"
10/04/2016,1,NEIN,NEIN,0,0.00 €,0.00 €
11/04/2016,1,NEIN,NEIN,714,35.63 €,"25,457.38 €"
12/04/2016,1,NEIN,NEIN,630,34.96 €,"22,037.59 €"
13/04/2016,1,NEIN,NEIN,730,25.35 €,"18,515.04 €"
14/04/2016,1,NEIN,NEIN,1345,21.42 €,"28,815.07 €"
15/04/2016,1,NEIN,NEIN,1642,27.28 €,"44,779.46 €"
16/04/2016,1,NEIN,NEIN,1966,25.71 €,"50,531.99 €"
17/04/2016,1,NEIN,NEIN,0,0.00 €,0.00 €
18/04/2016,1,NEIN,NEIN,1706,25.51 €,"43,527.62 €"
19/04/2016,1,NEIN,NEIN,1215,29.04 €,"35,278.74 €"
20/04/2016,1,NEIN,NEIN,1226,27.42 €,"33,612.24 €"
21/04/2016,1,NEIN,NEIN,917,25.54 €,"23,421.35 €"
22/04/2016,1,NEIN,NEIN,1929,20.59 €,"39,716.15 €"
23/04/2016,1,NEIN,NEIN,3537,18.48 €,"65,351.75 €"
24/04/2016,1,NEIN,NEIN,0,0.00 €,0.00 €
25/04/2016,1,NEIN,NEIN,1114,22.59 €,"25,159.69 €"
26/04/2016,1,NEIN,NEIN,821,33.93 €,"27,843.07 €"
27/04/2016,1,NEIN,NEIN,724,33.00 €,"23,900.22 €"
28/04/2016,1,NEIN,NEIN,951,18.21 €,"17,318.00 €"
29/04/2016,1,NEIN,NEIN,2380,24.07 €,"57,270.92 €"
30/04/2016,1,NEIN,NEIN,2581,22.27 €,"57,472.60 €"
01/05/2016,1,JA,JA,0,0.00 €,0.00 €
02/05/2016,1,NEIN,NEIN,1541,16.93 €,"26,091.71 €"
03/05/2016,1,NEIN,NEIN,841,24.10 €,"20,271.01 €"
04/05/2016,1,NEIN,NEIN,1070,23.86 €,"25,534.88 €"
05/05/2016,1,JA,JA,0,0.00 €,0.00 €
06/05/2016,1,NEIN,NEIN,1860,33.60 €,"62,490.58 €"
07/05/2016,1,NEIN,NEIN,2814,21.57 €,"60,691.25 €"
08/05/2016,1,NEIN,NEIN,0,0.00 €,0.00 €
09/05/2016,1,NEIN,NEIN,1223,26.99 €,"33,019.85 €"
10/05/2016,1,NEIN,NEIN,808,31.78 €,"25,666.21 €"
11/05/2016,1,NEIN,NEIN,837,28.40 €,"23,776.65 €"
12/05/2016,1,NEIN,NEIN,2116,10.64 €,"22,511.88 €"
13/05/2016,1,NEIN,NEIN,1280,38.57 €,"49,388.71 €"
14/05/2016,1,NEIN,NEIN,2792,21.43 €,"59,835.62 €"
15/05/2016,1,NEIN,NEIN,0,0.00 €,0.00 €
16/05/2016,1,JA,JA,0,0.00 €,0.00 €
17/05/2016,1,NEIN,JA,1319,28.66 €,"37,805.82 €"
18/05/2016,1,NEIN,NEIN,917,32.70 €,"29,995.93 €"
19/05/2016,1,NEIN,NEIN,764,25.63 €,"19,595.71 €"
20/05/2016,1,NEIN,NEIN,1352,35.32 €,"47,751.56 €"
21/05/2016,1,NEIN,NEIN,2489,28.77 €,"71,623.11 €"
22/05/2016,1,NEIN,NEIN,0,0.00 €,0.00 €
23/05/2016,1,NEIN,NEIN,1031,25.61 €,"26,411.33 €"
24/05/2016,1,NEIN,NEIN,1156,24.64 €,"28,479.99 €"
25/05/2016,1,NEIN,NEIN,542,31.53 €,"17,102.37 €"
26/05/2016,1,JA,JA,0,0.00 €,0.00 €
27/05/2016,1,NEIN,NEIN,1631,32.34 €,"52,744.65 €"
28/05/2016,1,NEIN,NEIN,1969,27.06 €,"53,284.15 €"
29/05/2016,1,NEIN,NEIN,0,0.00 €,0.00 €
30/05/2016,1,NEIN,NEIN,922,32.40 €,"29,874.56 €"
31/05/2016,1,NEIN,NEIN,1046,29.97 €,"31,337.87 €"
01/06/2016,1,NEIN,NEIN,1467,24.36 €,"35,738.98 €"
02/06/2016,1,NEIN,NEIN,888,24.32 €,"21,589.72 €"
03/06/2016,1,NEIN,NEIN,1941,30.60 €,"59,378.84 €"
04/06/2016,1,NEIN,NEIN,2075,27.59 €,"57,268.55 €"
05/06/2016,1,NEIN,NEIN,0,0.00 €,0.00 €
06/06/2016,1,NEIN,NEIN,1574,15.84 €,"24,920.89 €"
07/06/2016,1,NEIN,NEIN,1202,32.25 €,"38,766.97 €"
08/06/2016,1,NEIN,NEIN,780,35.78 €,"27,915.89 €"
09/06/2016,1,NEIN,NEIN,1222,20.84 €,"25,478.12 €"
10/06/2016,1,NEIN,NEIN,2369,23.27 €,"55,131.27 €"
11/06/2016,1,NEIN,NEIN,1753,29.78 €,"52,202.95 €"
12/06/2016,1,NEIN,NEIN,0,0.00 €,0.00 €
13/06/2016,1,NEIN,NEIN,2120,15.24 €,"32,303.31 €"
14/06/2016,1,NEIN,NEIN,979,26.28 €,"25,713.91 €"
15/06/2016,1,NEIN,NEIN,956,24.77 €,"23,674.52 €"
16/06/2016,1,NEIN,NEIN,1282,16.44 €,"21,078.74 €"
17/06/2016,1,NEIN,NEIN,1961,27.27 €,"53,474.08 €"
18/06/2016,1,NEIN,NEIN,2367,21.58 €,"51,073.63 €"
19/06/2016,1,NEIN,NEIN,0,0.00 €,0.00 €
20/06/2016,1,NEIN,NEIN,983,26.49 €,"26,048.82 €"
21/06/2016,1,NEIN,NEIN,1058,29.30 €,"30,984.40 €"
22/06/2016,1,NEIN,NEIN,985,32.71 €,"32,234.58 €"
23/06/2016,1,NEIN,NEIN,1183,17.25 €,"20,400.77 €"
24/06/2016,1,NEIN,NEIN,2167,24.46 €,"52,999.01 €"
25/06/2016,1,NEIN,NEIN,2257,28.84 €,"65,088.79 €"
26/06/2016,1,NEIN,NEIN,0,0.00 €,0.00 €
27/06/2016,1,NEIN,NEIN,1364,21.87 €,"29,823.68 €"
28/06/2016,1,NEIN,NEIN,1063,25.69 €,"27,314.19 €"
29/06/2016,1,NEIN,NEIN,1174,24.84 €,"29,165.58 €"
30/06/2016,1,NEIN,NEIN,1032,28.51 €,"29,422.35 €"
01/07/2016,1,NEIN,NEIN,2563,20.82 €,"53,372.65 €"
02/07/2016,1,NEIN,NEIN,1890,34.70 €,"65,594.82 €"
03/07/2016,1,NEIN,NEIN,0,0.00 €,0.00 €
04/07/2016,1,NEIN,NEIN,1521,17.31 €,"26,333.39 €"
05/07/2016,1,NEIN,NEIN,912,24.52 €,"22,351.09 €"
06/07/2016,1,NEIN,NEIN,1420,22.74 €,"32,288.32 €"
07/07/2016,1,NEIN,NEIN,812,27.07 €,"21,975.15 €"
08/07/2016,1,NEIN,NEIN,2037,30.53 €,"62,198.99 €"
09/07/2016,1,NEIN,NEIN,2986,18.09 €,"54,003.69 €"
10/07/2016,1,NEIN,NEIN,0,0.00 €,0.00 €
11/07/2016,1,NEIN,JA,1509,34.32 €,"51,803.09 €"
12/07/2016,1,NEIN,JA,2009,16.04 €,"32,219.48 €"
13/07/2016,1,NEIN,JA,1172,27.88 €,"32,661.08 €"
14/07/2016,1,NEIN,JA,1088,22.01 €,"23,949.69 €"
15/07/2016,1,NEIN,JA,3007,29.16 €,"87,678.42 €"
16/07/2016,1,NEIN,JA,6068,16.89 €,"102,454.09 €"
17/07/2016,1,NEIN,JA,0,0.00 €,0.00 €
18/07/2016,1,NEIN,JA,1620,24.40 €,"39,533.28 €"
19/07/2016,1,NEIN,JA,1768,28.89 €,"51,077.03 €"
20/07/2016,1,NEIN,JA,1209,33.26 €,"40,223.81 €"
21/07/2016,1,NEIN,JA,1347,31.73 €,"42,721.88 €"
22/07/2016,1,NEIN,JA,3657,18.56 €,"67,878.11 €"
23/07/2016,1,NEIN,JA,2532,28.81 €,"72,953.74 €"
24/07/2016,1,NEIN,JA,0,0.00 €,0.00 €
25/07/2016,1,NEIN,JA,2194,17.91 €,"39,300.24 €"
26/07/2016,1,NEIN,JA,1909,24.17 €,"46,130.00 €"
27/07/2016,1,NEIN,JA,1210,27.33 €,"33,069.35 €"
28/07/2016,1,NEIN,JA,963,25.00 €,"24,071.97 €"
29/07/2016,1,NEIN,JA,2046,27.07 €,"55,399.29 €"
30/07/2016,1,NEIN,JA,3409,21.51 €,"73,338.97 €"
31/07/2016,1,NEIN,JA,0,0.00 €,0.00 €
01/08/2016,1,NEIN,JA,1900,22.50 €,"42,767.32 €"
02/08/2016,1,NEIN,JA,2449,23.32 €,"57,121.76 €"
03/08/2016,1,NEIN,JA,1350,25.51 €,"34,444.02 €"
04/08/2016,1,NEIN,JA,1030,27.35 €,"28,156.71 €"
05/08/2016,1,NEIN,JA,3698,22.35 €,"82,626.98 €"
06/08/2016,1,NEIN,JA,2878,25.44 €,"73,212.71 €"
07/08/2016,1,NEIN,JA,0,0.00 €,0.00 €
08/08/2016,1,NEIN,JA,1956,28.11 €,"54,970.23 €"
09/08/2016,1,NEIN,JA,1693,28.14 €,"47,646.86 €"
10/08/2016,1,NEIN,JA,1778,18.67 €,"33,190.78 €"
11/08/2016,1,NEIN,JA,1679,27.08 €,"45,474.76 €"
12/08/2016,1,NEIN,JA,3477,19.19 €,"66,725.07 €"
13/08/2016,1,NEIN,JA,3700,28.55 €,"105,654.72 €"
14/08/2016,1,NEIN,JA,0,0.00 €,0.00 €
15/08/2016,1,NEIN,JA,4817,10.15 €,"48,886.77 €"
16/08/2016,1,NEIN,JA,1919,27.66 €,"53,087.99 €"
17/08/2016,1,NEIN,JA,1163,29.15 €,"33,891.30 €"
18/08/2016,1,NEIN,JA,1115,30.06 €,"33,520.61 €"
19/08/2016,1,NEIN,JA,10167,8.72 €,"88,696.59 €"
20/08/2016,1,NEIN,JA,3597,27.95 €,"100,539.23 €"
21/08/2016,1,NEIN,JA,0,0.00 €,0.00 €
22/08/2016,1,NEIN,JA,1923,25.46 €,"48,968.54 €"
23/08/2016,1,NEIN,JA,1609,23.02 €,"37,032.97 €"
24/08/2016,1,NEIN,NEIN,1449,20.02 €,"28,996.46 €"
25/08/2016,1,NEIN,NEIN,675,35.39 €,"23,897.41 €"
26/08/2016,1,NEIN,NEIN,2113,26.05 €,"55,043.44 €"
27/08/2016,1,NEIN,NEIN,2709,19.41 €,"52,578.27 €"
28/08/2016,1,NEIN,NEIN,0,0.00 €,0.00 €
29/08/2016,1,NEIN,NEIN,959,29.75 €,"28,524.96 €"
30/08/2016,1,NEIN,NEIN,873,30.59 €,"26,711.10 €"
31/08/2016,1,NEIN,NEIN,719,32.97 €,"23,705.10 €"
01/09/2016,1,NEIN,NEIN,869,27.82 €,"24,180.63 €"
02/09/2016,1,NEIN,NEIN,2672,20.16 €,"53,863.44 €"
03/09/2016,1,NEIN,NEIN,2529,31.15 €,"78,782.05 €"
04/09/2016,1,NEIN,NEIN,0,0.00 €,0.00 €
05/09/2016,1,NEIN,NEIN,1283,21.62 €,"27,737.38 €"
06/09/2016,1,NEIN,NEIN,1616,17.72 €,"28,641.89 €"
07/09/2016,1,NEIN,NEIN,1012,27.32 €,"27,654.42 €"
08/09/2016,1,NEIN,NEIN,1218,24.44 €,"29,763.17 €"
09/09/2016,1,NEIN,NEIN,1375,33.03 €,"45,416.39 €"
10/09/2016,1,NEIN,NEIN,2079,24.38 €,"50,698.20 €"
11/09/2016,1,NEIN,NEIN,0,0.00 €,0.00 €
12/09/2016,1,NEIN,NEIN,1166,32.87 €,"38,331.37 €"
13/09/2016,1,NEIN,NEIN,1706,17.94 €,"30,611.85 €"
14/09/2016,1,NEIN,NEIN,989,21.71 €,"21,473.63 €"
15/09/2016,1,NEIN,NEIN,1225,25.05 €,"30,683.91 €"
16/09/2016,1,NEIN,NEIN,1301,39.69 €,"51,650.66 €"
17/09/2016,1,NEIN,NEIN,2581,25.31 €,"65,305.33 €"
18/09/2016,1,NEIN,NEIN,0,0.00 €,0.00 €
19/09/2016,1,NEIN,NEIN,1385,31.54 €,"43,670.40 €"
20/09/2016,1,NEIN,NEIN,780,37.91 €,"29,570.58 €"
21/09/2016,1,NEIN,NEIN,1592,19.03 €,"30,294.89 €"
22/09/2016,1,NEIN,NEIN,582,38.93 €,"22,666.33 €"
23/09/2016,1,NEIN,NEIN,1801,28.49 €,"51,299.26 €"
24/09/2016,1,NEIN,NEIN,2780,20.43 €,"56,795.18 €"
25/09/2016,1,NEIN,NEIN,0,0.00 €,0.00 €
26/09/2016,1,NEIN,NEIN,1019,28.20 €,"28,746.36 €"
27/09/2016,1,NEIN,NEIN,2597,9.78 €,"25,397.39 €"
28/09/2016,1,NEIN,NEIN,1010,29.04 €,"29,335.54 €"
29/09/2016,1,NEIN,NEIN,1156,21.08 €,"24,373.01 €"
30/09/2016,1,NEIN,NEIN,2908,21.76 €,"63,286.18 €"
01/10/2016,1,NEIN,NEIN,3620,16.13 €,"58,388.95 €"
02/10/2016,1,NEIN,NEIN,0,0.00 €,0.00 €
03/10/2016,1,JA,JA,0,0.00 €,0.00 €
04/10/2016,1,NEIN,NEIN,1078,22.10 €,"23,828.83 €"
05/10/2016,1,NEIN,NEIN,1283,17.72 €,"22,738.31 €"
06/10/2016,1,NEIN,NEIN,896,26.00 €,"23,292.01 €"
07/10/2016,1,NEIN,NEIN,1184,38.72 €,"45,858.91 €"
08/10/2016,1,NEIN,NEIN,1573,34.70 €,"54,588.43 €"
09/10/2016,1,NEIN,NEIN,0,0.00 €,0.00 €
10/10/2016,1,NEIN,JA,1214,33.11 €,"40,202.10 €"
11/10/2016,1,NEIN,JA,1937,22.92 €,"44,379.29 €"
12/10/2016,1,NEIN,JA,1442,24.90 €,"35,903.36 €"
13/10/2016,1,NEIN,JA,2424,18.28 €,"44,295.38 €"
14/10/2016,1,NEIN,JA,3119,25.17 €,"78,485.40 €"
15/10/2016,1,NEIN,JA,2419,32.46 €,"78,541.11 €"
16/10/2016,1,NEIN,JA,0,0.00 €,0.00 €
17/10/2016,1,NEIN,JA,1680,31.83 €,"53,478.98 €"
18/10/2016,1,NEIN,JA,1622,23.54 €,"38,173.78 €"
19/10/2016,1,NEIN,JA,1626,30.46 €,"49,541.51 €"
20/10/2016,1,NEIN,JA,1305,30.25 €,"39,480.81 €"
21/10/2016,1,NEIN,JA,2680,27.24 €,"72,995.37 €"
22/10/2016,1,NEIN,NEIN,1829,35.10 €,"64,203.13 €"
23/10/2016,1,NEIN,NEIN,0,0.00 €,0.00 €
24/10/2016,1,NEIN,NEIN,954,34.22 €,"32,658.42 €"
25/10/2016,1,NEIN,NEIN,756,31.40 €,"23,740.83 €"
26/10/2016,1,NEIN,NEIN,799,29.57 €,"23,636.56 €"
27/10/2016,1,NEIN,NEIN,685,36.45 €,"24,954.22 €"
28/10/2016,1,NEIN,NEIN,2903,17.04 €,"49,472.58 €"
29/10/2016,1,NEIN,NEIN,1041,40.04 €,"41,686.71 €"
30/10/2016,1,NEIN,NEIN,0,0.00 €,0.00 €
31/10/2016,1,NEIN,NEIN,719,35.75 €,"25,695.67 €"
01/11/2016,1,JA,JA,0,0.00 €,0.00 €
02/11/2016,1,NEIN,NEIN,1085,24.51 €,"26,588.43 €"
03/11/2016,1,NEIN,NEIN,723,30.51 €,"22,045.24 €"
04/11/2016,1,NEIN,NEIN,1663,36.89 €,"61,351.15 €"
05/11/2016,1,NEIN,NEIN,1764,27.50 €,"48,521.16 €"
06/11/2016,1,NEIN,NEIN,0,0.00 €,0.00 €
07/11/2016,1,NEIN,NEIN,1068,27.35 €,"29,223.23 €"
08/11/2016,1,NEIN,NEIN,718,38.64 €,"27,724.91 €"
09/11/2016,1,NEIN,NEIN,1244,24.20 €,"30,113.16 €"
10/11/2016,1,NEIN,NEIN,691,30.26 €,"20,920.48 €"
11/11/2016,1,NEIN,NEIN,1803,31.17 €,"56,211.97 €"
12/11/2016,1,NEIN,NEIN,1787,31.16 €,"55,693.89 €"
13/11/2016,1,NEIN,NEIN,0,0.00 €,0.00 €
14/11/2016,1,NEIN,NEIN,909,35.14 €,"31,956.27 €"
15/11/2016,1,NEIN,NEIN,927,30.60 €,"28,380.01 €"
16/11/2016,1,NEIN,NEIN,764,30.91 €,"23,604.39 €"
17/11/2016,1,NEIN,NEIN,837,29.97 €,"25,083.46 €"
18/11/2016,1,NEIN,NEIN,1858,30.53 €,"56,718.99 €"
19/11/2016,1,NEIN,NEIN,1592,33.00 €,"52,542.18 €"
20/11/2016,1,NEIN,NEIN,0,0.00 €,0.00 €
21/11/2016,1,NEIN,NEIN,1303,25.15 €,"32,775.66 €"
22/11/2016,1,NEIN,NEIN,1127,31.24 €,"35,204.55 €"
23/11/2016,1,NEIN,NEIN,747,35.38 €,"26,426.56 €"
24/11/2016,1,NEIN,NEIN,702,34.46 €,"24,200.07 €"
25/11/2016,1,NEIN,NEIN,2211,28.40 €,"62,807.11 €"
26/11/2016,1,NEIN,NEIN,2211,24.00 €,"53,062.50 €"
27/11/2016,1,NEIN,NEIN,0,0.00 €,0.00 €
28/11/2016,1,NEIN,NEIN,1104,30.56 €,"33,742.32 €"
29/11/2016,1,NEIN,NEIN,2401,16.77 €,"40,274.87 €"
30/11/2016,1,NEIN,NEIN,1068,32.65 €,"34,876.30 €"
01/12/2016,1,NEIN,NEIN,977,26.48 €,"25,873.01 €"
02/12/2016,1,NEIN,NEIN,2098,30.86 €,"64,741.85 €"
03/12/2016,1,NEIN,NEIN,1892,28.66 €,"54,216.50 €"
04/12/2016,1,NEIN,NEIN,0,0.00 €,0.00 €
05/12/2016,1,NEIN,NEIN,1357,23.66 €,"32,107.50 €"
06/12/2016,1,NEIN,NEIN,832,28.73 €,"23,914.11 €"
07/12/2016,1,NEIN,NEIN,1304,28.07 €,"36,601.39 €"
08/12/2016,1,NEIN,NEIN,678,27.59 €,"18,707.13 €"
09/12/2016,1,NEIN,NEIN,3394,15.86 €,"53,822.46 €"
10/12/2016,1,NEIN,NEIN,1928,29.55 €,"56,965.32 €"
11/12/2016,1,NEIN,NEIN,0,0.00 €,0.00 €
12/12/2016,1,NEIN,NEIN,1026,23.19 €,"23,796.72 €"
13/12/2016,1,NEIN,NEIN,929,33.38 €,"30,995.43 €"
14/12/2016,1,NEIN,NEIN,1013,28.67 €,"29,047.88 €"
15/12/2016,1,NEIN,NEIN,911,28.92 €,"26,346.85 €"
16/12/2016,1,NEIN,NEIN,1688,29.75 €,"50,213.53 €"
17/12/2016,1,NEIN,NEIN,2362,24.46 €,"57,764.02 €"
18/12/2016,1,NEIN,NEIN,0,0.00 €,0.00 €
19/12/2016,1,NEIN,NEIN,875,22.51 €,"19,691.41 €"
20/12/2016,1,NEIN,NEIN,1466,26.08 €,"38,247.82 €"
21/12/2016,1,NEIN,NEIN,1111,20.29 €,"22,551.35 €"
22/12/2016,1,NEIN,NEIN,1272,17.60 €,"22,389.38 €"
23/12/2016,1,NEIN,JA,2892,28.34 €,"81,978.99 €"
24/12/2016,1,NEIN,JA,3183,25.53 €,"81,250.56 €"
25/12/2016,1,JA,NEIN,0,0.00 €,0.00 €
26/12/2016,1,JA,NEIN,0,0.00 €,0.00 €
27/12/2016,1,NEIN,JA,2043,20.45 €,"41,788.29 €"
28/12/2016,1,NEIN,JA,1873,21.99 €,"41,197.25 €"
29/12/2016,1,NEIN,JA,1029,36.00 €,"37,053.01 €"
30/12/2016,1,NEIN,JA,5127,17.91 €,"91,840.16 €"
31/12/2016,1,NEIN,JA,2060,39.06 €,"80,459.27 €"
01/01/2017,1,JA,NEIN,0,0.00 €,0.00 €
02/01/2017,1,NEIN,JA,3413,14.12 €,"48,209.77 €"
03/01/2017,1,NEIN,JA,1251,28.18 €,"35,264.64 €"
04/01/2017,1,NEIN,JA,1194,31.32 €,"37,382.98 €"
05/01/2017,1,NEIN,JA,1838,19.38 €,"35,606.88 €"
06/01/2017,1,NEIN,JA,3473,27.49 €,"95,477.37 €"
07/01/2017,1,NEIN,NEIN,2945,22.18 €,"65,322.63 €"
08/01/2017,1,NEIN,NEIN,0,0.00 €,0.00 €
09/01/2017,1,NEIN,NEIN,1058,32.90 €,"34,816.86 €"
10/01/2017,1,NEIN,NEIN,875,19.99 €,"17,486.29 €"
11/01/2017,1,NEIN,NEIN,775,40.31 €,"31,248.68 €"
12/01/2017,1,NEIN,NEIN,726,25.14 €,"18,242.30 €"
13/01/2017,1,NEIN,NEIN,2373,25.31 €,"60,057.60 €"
14/01/2017,1,NEIN,NEIN,2772,21.53 €,"59,671.46 €"
15/01/2017,1,NEIN,NEIN,0,0.00 €,0.00 €
16/01/2017,1,NEIN,NEIN,1484,25.05 €,"37,171.03 €"
17/01/2017,1,NEIN,NEIN,787,26.52 €,"20,863.80 €"
18/01/2017,1,NEIN,NEIN,2311,13.39 €,"30,951.97 €"
19/01/2017,1,NEIN,NEIN,781,23.29 €,"18,186.97 €"
20/01/2017,1,NEIN,NEIN,1566,27.87 €,"43,643.47 €"
21/01/2017,1,NEIN,NEIN,1785,34.18 €,"61,021.23 €"
22/01/2017,1,NEIN,NEIN,0,0.00 €,0.00 €
23/01/2017,1,NEIN,NEIN,1147,21.15 €,"24,254.68 €"
24/01/2017,1,NEIN,NEIN,1048,26.53 €,"27,815.44 €"
25/01/2017,1,NEIN,NEIN,861,30.12 €,"25,916.47 €"
26/01/2017,1,NEIN,NEIN,468,33.52 €,"15,693.02 €"
27/01/2017,1,NEIN,NEIN,2837,21.75 €,"61,703.55 €"
28/01/2017,1,NEIN,NEIN,1839,32.48 €,"59,744.01 €"
29/01/2017,1,NEIN,NEIN,0,0.00 €,0.00 €
30/01/2017,1,NEIN,NEIN,1626,19.01 €,"30,908.46 €"
31/01/2017,1,NEIN,NEIN,1559,18.69 €,"29,130.25 €"
01/02/2017,1,NEIN,NEIN,727,40.19 €,"29,214.05 €"
